00.000128,A,slurping,1
00.000213,B,slurping,1
00.000397,C,slurping,0
00.000501,D,slurping,1
00.000525,K,slurping,2
00.000552,F,slurping,0
00.000582,G,slurping,0
00.000610,H,slurping,2
00.000853,J,slurping,2
01.000639,C,swallowing
01.000654,K,swallowing
01.000678,H,swallowing
01.000686,A,swallowing
01.000698,B,swallowing
01.000704,D,swallowing
01.000710,F,swallowing
01.000715,G,swallowing
01.000923,J,swallowing
01.550816,E,slurping,1
01.550860,I,slurping,0
02.000739,C,idle
02.000751,H,idle
02.000777,C,slurping,2
02.000795,H,slurping,2
02.000739,K,idle
02.000806,K,slurping,0
02.000821,D,idle
02.000829,D,slurping,0
02.000833,F,idle
02.000840,F,slurping,2
02.000844,G,idle
02.000856,G,slurping,1
02.000866,B,idle
02.000873,B,slurping,1
02.000993,J,idle
02.001053,A,idle
02.550917,E,swallowing
02.551580,I,swallowing
03.000842,C,swallowing
03.000902,F,swallowing
03.001256,H,swallowing
03.001268,K,swallowing
03.001274,D,swallowing
03.001279,G,swallowing
03.001285,B,swallowing
03.100945,A,slurping,0
03.100967,J,slurping,1
03.550945,E,idle
03.550972,E,slurping,0
03.551651,I,idle
03.551662,I,slurping,0
04.000948,F,idle
04.000950,C,idle
04.000991,F,slurping,1
04.001016,C,slurping,1
04.001334,K,idle
04.001335,H,idle
04.001341,D,idle
04.001345,G,idle
04.001347,K,slurping,2
04.001354,G,slurping,2
04.001357,B,idle
04.001365,H,slurping,2
04.101017,A,swallowing
04.101042,J,swallowing
04.551045,E,swallowing
04.552141,I,swallowing
04.651061,D,slurping,0
04.651090,B,slurping,1
05.001061,F,swallowing
05.001098,C,swallowing
05.001414,K,swallowing
05.001419,G,swallowing
05.001423,H,swallowing
05.101061,A,idle
05.101080,A,slurping,0
05.101114,J,idle
05.101734,J,slurping,0
05.551131,E,idle
05.551158,E,slurping,1
05.552212,I,idle
05.552233,I,slurping,1
05.651145,D,swallowing
05.651181,B,swallowing
06.001151,F,idle
06.001174,C,idle
06.001181,F,slurping,2
06.001202,C,slurping,2
06.001484,K,idle
06.001485,H,idle
06.001493,G,idle
06.001497,K,slurping,2
06.101804,J,swallowing
06.101817,A,swallowing
06.201172,G,slurping,0
06.201190,H,slurping,1
06.551234,E,swallowing
06.552310,I,swallowing
06.651230,D,idle
06.651254,B,idle
06.651257,D,slurping,0
06.651817,B,slurping,0
07.001256,F,swallowing
07.001277,C,swallowing
07.001564,K,swallowing
07.101883,A,idle
07.101888,J,idle
07.101910,A,slurping,1
07.102318,J,slurping,1
07.201245,G,swallowing
07.201260,H,swallowing
07.551285,E,idle
07.551306,E,slurping,2
07.552377,I,idle
07.552397,I,slurping,2
07.651336,D,swallowing
07.651913,B,swallowing
08.001349,F,idle
08.001352,C,idle
08.001394,F,slurping,0
08.001417,C,slurping,2
08.001630,K,idle
08.001642,K,slurping,1
08.101990,A,swallowing
08.102396,J,swallowing
08.206346,H,idle
08.206802,G,idle
08.208565,H,slurping,0
08.209379,G,slurping,0
08.551380,E,swallowing
08.552485,I,swallowing
08.651433,D,idle
08.652027,D,slurping,1
08.652041,B,idle
08.652394,B,slurping,1
09.001473,F,swallowing
09.001492,C,swallowing
09.001709,K,swallowing
09.102061,A,idle
09.102092,A,slurping,2
09.102497,J,idle
09.102509,J,slurping,2
09.208638,H,swallowing
09.209450,G,swallowing
09.551508,E,idle
09.551543,E,slurping,0
09.552571,I,idle
09.552595,I,slurping,1
09.652102,D,swallowing
09.652459,B,swallowing
10.001569,F,idle
10.001572,C,idle
10.001612,F,slurping,0
10.001637,C,slurping,2
10.001775,K,idle
10.001788,K,slurping,0
10.102163,A,swallowing
10.102573,J,swallowing
10.208711,H,idle
10.208732,H,slurping,1
10.209519,G,idle
10.209537,G,slurping,1
10.551664,E,swallowing
10.552671,I,swallowing
10.652205,D,idle
10.652247,D,slurping,2
10.652541,B,idle
10.652563,B,slurping,2
11.001711,C,swallowing
11.001713,F,swallowing
11.001854,K,swallowing
11.102235,A,idle
11.102260,A,slurping,0
11.102639,J,idle
11.102669,J,slurping,1
11.208818,H,swallowing
11.209605,G,swallowing
11.551762,E,idle
11.551785,E,slurping,0
11.552741,I,idle
11.552760,I,slurping,2
11.652328,D,swallowing
11.652642,B,swallowing
12.001799,C,idle
12.001826,F,idle
12.001829,C,slurping,1
12.001857,F,slurping,1
12.001921,K,idle
12.001934,K,slurping,0
12.102329,A,swallowing
