00.000241,B,slurping,1
00.000284,A,slurping,1
00.000361,C,slurping,0
00.000393,E,slurping,2
00.000740,F,slurping,0
00.000756,D,slurping,1
00.000842,G,slurping,0
00.000882,H,slurping,2
00.001212,I,slurping,2
01.000452,B,swallowing
01.000459,C,swallowing
01.000474,A,swallowing
01.000485,E,swallowing
01.000812,F,swallowing
01.000823,D,swallowing
01.000907,G,swallowing
01.000960,H,swallowing
01.001277,I,swallowing
01.200550,J,slurping,1
01.200583,K,slurping,1
02.000534,B,idle
02.000545,A,idle
02.000543,C,idle
02.000574,E,idle
02.000619,B,slurping,0
02.000620,C,slurping,2
02.000620,A,slurping,0
02.000630,E,slurping,1
02.000876,F,idle
02.000887,D,idle
02.000917,F,slurping,0
02.000920,D,slurping,2
02.000971,G,idle
02.001009,G,slurping,2
02.001030,H,idle
02.001341,I,idle
02.200633,J,swallowing
02.200676,K,swallowing
02.400686,H,slurping,1
02.400729,I,slurping,1
03.000700,A,swallowing
03.000715,E,swallowing
03.000706,C,swallowing
03.000703,B,swallowing
03.000980,F,swallowing
03.000984,D,swallowing
03.001074,G,swallowing
03.200715,J,idle
03.200742,K,idle
03.200777,J,slurping,0
03.200801,K,slurping,1
03.400791,H,swallowing
03.400812,I,swallowing
04.000783,A,idle
04.000838,E,idle
04.000846,C,idle
04.000856,B,idle
04.000873,A,slurping,1
04.000887,E,slurping,2
04.000887,C,slurping,0
04.000890,B,slurping,1
04.001043,F,idle
04.001049,D,idle
04.001075,F,slurping,2
04.001086,D,slurping,0
04.001139,G,idle
04.001177,G,slurping,2
04.200851,J,swallowing
04.200870,K,swallowing
04.400869,H,idle
04.400931,I,idle
04.400936,H,slurping,1
04.400974,I,slurping,0
05.000946,A,swallowing
05.000976,E,swallowing
05.000984,B,swallowing
05.000979,C,swallowing
05.001143,F,swallowing
05.001149,D,swallowing
05.001240,G,swallowing
05.200938,J,idle
05.200944,K,idle
05.201002,J,slurping,1
05.201036,K,slurping,0
05.401019,H,swallowing
05.401075,I,swallowing
06.001021,A,idle
06.001069,E,idle
06.001073,C,idle
06.001075,B,idle
06.001106,A,slurping,1
06.001129,B,slurping,1
06.001130,E,slurping,2
06.001131,C,slurping,0
06.001206,F,idle
06.001214,D,idle
06.001235,F,slurping,2
06.001242,D,slurping,0
06.001305,G,idle
06.001336,G,slurping,2
06.201084,J,swallowing
06.201102,K,swallowing
06.401116,H,idle
06.401150,I,idle
06.401185,H,slurping,1
06.401193,I,slurping,0
07.001175,A,swallowing
07.001214,C,swallowing
07.001216,E,swallowing
07.001217,B,swallowing
07.001298,F,swallowing
07.001303,D,swallowing
07.001400,G,swallowing
07.201170,J,idle
07.201176,K,idle
07.201256,J,slurping,1
07.201269,K,slurping,1
07.401264,I,swallowing
07.401278,H,swallowing
08.001250,A,idle
08.001309,E,idle
08.001314,C,idle
08.001325,A,slurping,0
08.001325,B,idle
08.001353,E,slurping,2
08.001361,F,idle
08.001370,D,idle
08.001374,B,slurping,1
08.001377,C,slurping,2
08.001387,F,slurping,0
08.001393,D,slurping,0
08.001463,G,idle
08.001497,G,slurping,2
08.201333,J,swallowing
08.201344,K,swallowing
08.401340,I,idle
08.401351,H,idle
08.401394,I,slurping,1
08.401409,H,slurping,1
09.001400,A,swallowing
09.001449,F,swallowing
09.001457,E,swallowing
09.001473,B,swallowing
09.001487,D,swallowing
09.001499,C,swallowing
09.001560,G,swallowing
09.201419,J,idle
09.201421,K,idle
09.201495,J,slurping,0
09.201561,K,slurping,0
09.401482,I,swallowing
09.401506,H,swallowing
10.001493,A,idle
10.001502,F,idle
10.001543,E,idle
10.001563,F,slurping,0
10.001580,C,idle
10.001563,A,slurping,1
10.001562,B,idle
10.001602,E,slurping,1
10.001607,C,slurping,2
10.001623,G,idle
10.001628,B,slurping,2
10.001580,D,idle
10.001649,G,slurping,1
10.001673,D,slurping,2
10.201585,J,swallowing
10.201630,K,swallowing
10.401572,I,idle
10.401603,H,idle
10.401638,I,slurping,0
10.401717,H,slurping,0
11.001665,A,swallowing
11.001683,F,swallowing
11.001691,G,swallowing
11.001695,E,swallowing
11.001702,C,swallowing
11.001703,D,swallowing
11.001705,B,swallowing
11.201678,J,idle
11.201722,K,idle
11.201741,J,slurping,2
11.201791,K,slurping,0
11.401718,I,swallowing
11.401809,H,swallowing
12.001765,A,idle
12.001777,G,idle
12.001786,D,idle
12.001837,A,slurping,1
12.001781,F,idle
